[02/10/2025 14:11:58] ✅ Grupo: 1 . RIO PRETO CARRETAS - Venda de Caminhões e Carretas | Pasta: vanderleia2014 | Imagens: 4
[27/04/2026 15:46:26] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:46:50] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:47:14] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:47:38] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:48:02] ✅ Grupo: MF Caminhões e Carretas | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:48:26] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:48:49] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: 1630 ano 95 | Imagens: 4
[27/04/2026 15:49:13] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:49:36] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:50:00] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:50:23] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:50:47] ✅ Grupo: MF Caminhões e Carretas | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:51:11] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:51:34] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: daf 530 6x4 2021 | Imagens: 4
[27/04/2026 15:51:57] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:52:21] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:52:45] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:53:08] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:53:31] ✅ Grupo: MF Caminhões e Carretas | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:53:55] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:54:18] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: daf 530 6x4 2022 | Imagens: 4
[27/04/2026 15:54:42] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:55:05] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:55:29] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:55:53] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:56:16] ✅ Grupo: MF Caminhões e Carretas | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:56:40] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:57:03] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: fazenda em eldorado | Imagens: 4
[27/04/2026 15:57:27] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:57:51] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:58:15] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:58:38] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:59:01] ✅ Grupo: MF Caminhões e Carretas | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:59:25] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 15:59:48] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: fazenda vagner eldorado | Imagens: 4
[27/04/2026 16:00:12] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:00:35] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:00:59] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:01:23] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:01:47] ✅ Grupo: MF Caminhões e Carretas | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:02:10] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:02:35] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: meteor 29520 | Imagens: 4
[27/04/2026 16:03:00] ✅ Grupo: ⚜️🌱VENDAS BRASIL 🏦🏡🏘️🌱JB🚛🚜 🏢🏗️ | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:03:23] ✅ Grupo: CORRETORES BILL GRUPO. | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:03:47] ✅ Grupo: COMPRADORES PROCURAM ... | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:04:10] ✅ Grupo: Consultoria, Compra, Vendas e Intermediações Caminhões, Máquinas Pesadas, Aeronaves, Fazendas etc | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:04:34] ✅ Grupo: MF Caminhões e Carretas | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:04:58] ✅ Grupo: Compra, venda de máquinas e caminhões | Pasta: rancho em salto grande | Imagens: 4
[27/04/2026 16:05:21] ✅ Grupo: GRUPO AGRO BR BRASIL | Pasta: rancho em salto grande | Imagens: 4
